clean_tweet,sentiment_combined_final_label
$ZM had nationwide outage today. None of my kids could join the class.  We heard the same from teachers at @MCPS.,0
I said this on Monday. $102 million stock sold in March from insiders with $0 bought. $ZM going to tank https://t.co/fsjVRTfwjf,0
"https://t.co/3KxDcwUtD5 is the operating subsidiary of $DTGI...
$ZM #FunFactFriday #Microsoft #microcaps",1
"Don't give in to fear. 😤 While $ZM continues to grow in demand, ignorant investors are feeling the pain after $ZOOM suffered a steep decline as people realized their mistake. 😅

Read more about this tale of investor ignorance at the link below. 

https://t.co/LiyhfJC5Se

#zoom https://t.co/zAVQtME0j2",0
Zoom is gonna have a massive data leak scandal by the end of the month at this rate. $ZM https://t.co/vEZL2gfy1R,0
"In this crisis, should workers at #Zoom $ZM fear about their job? 🧐 Especially are the press reports security issues like #zoombombing",0
"1 of my first businesses many years ago had the vision to connect people 2 various professionals via online video.

My timing was poor and I wasn't funded to build a platform like $ZM so the project was auctioned. 

Respect 2 ex-competitors fueling remote business during COVID",1
$ZM proving to be the safe-haven stock again.,2
"Zoom: Time to Get Rid of This 'High-Flying' Stock?

“Although Zoom $ZM stock delivered whopping returns in the first three months of 2020, it has fallen in the last few days.”

#zoom #stock #fall #investing
https://t.co/3dVbNqDGRl https://t.co/pVLnJexLXt",0
"Tom Siebel on @CNBC calling a dotcom style bust in tech as companies that are not generating cash will be bankrupt in a few months.

I'd grab some popcorn and watch the implosion of companies like Zoom Video $ZM, Slack $WORK , and Tesla $TSLA... https://t.co/NoANc8Zy7a",0
$zm  the longer this goes the more structural our world will change,1
"Told you it's a shady company. $ZM

https://t.co/Kkk5kYl75o",0
@Vikingtrader18 $ZM I hope you’re not ignorant enough to think that the negative articles will somehow impact the outcome that this is a company setup to thrive beyond the pandemic.,0
https://t.co/rb9K6qjtfM Verified $56.12 loss in $ZM paper cut,0
"$ZM going to $0?!
Customers leaving esp NatSec

https://t.co/dOX0Pvp02f

@CNN #CNN #FBI #zoombombing",0
"Analysts see recent consumer hype around $ZM as a distraction. @AlexZukin at @rbccm says Zoom CEO Eric Yuan ""is in an impossible situation"" making everyone happy now, but that big customers are content with Zoom's security set-up.

https://t.co/kgMqzJgoMV
 
cc @carlquintanilla https://t.co/nIPdprRFuF",2
Drops in $DOCU (-8.7%) and $ZM (-11%) show risk of going long growth stocks in a market down-trend https://t.co/N1qc1pM5Nj,0
"Don't see anything particularly interesting today, beside $ZM gapping up. All other gappers are #OIL related. Will look after the $USO swing position I have and make trade plan on ZM today",0
"$ZM AH  Now actively trading above yesterday's market open price of 125.30 

This is good

Here's the chart, in case you missed it. https://t.co/hSby5IKN4h",2
"$ZM hope you guys followed our thesis on #ZM while it was around 160+, climatic spike up with volume and gap up is usually a good sign to take profits and start shorting... we been telling people over and over it’s a shor... https://t.co/CHCNoEo1wI https://t.co/cuxXR1gBxx",1
$ZM  big boom premarket. We just missed stop yesterday by pennies.,1
"$ZM PT $40
is a 🇨🇳 CCP company with a front office in san jose for namesake
dont be surprised if an accounting firm found fraud growth numbers..No one is paying for this commodity surveillance product with Espionage as a feature
https://t.co/2HU8FYTpSb",0
"Oppenheimer raised its price target on $RNG to $240.00 (from $203.00) while maintaining a Outperform rating.

$ZM",2
"@LeFondateur4 @zoom_us Nice man, if you want to short $ZM now, it is a bit too late. Could have mad huge money.",2
"@GordonsGecko I added at the end of the day yesterday as well. $150 felt excessive, $120 feels normal for $ZM. Could be wrong.",1
Well that was the Covid-19 Trade. Long $ZM Video Comms and Short $IWG @Regus_UK #Coronascumbags.  It's always so easy in hindsight isn't it? 😏 https://t.co/c9PwQNry6x,2
"$ZM Zoom, what a shit show.  SHORT THAT SHIT

@StocksToTrade  https://t.co/hGg2H1ntpc",0
"Will businesses reject @zoom_us $ZM because of a few FIXED security bugs? ""Are you joking? NO!"" - answer from our security officer at #Siemens in 2011 when I suggested blocking use of $GOOG after it came out it sells data and will not stop doing so. #LONG",0
Enterprises are gonna drop $ZM like a hot potato. https://t.co/nf1DEacIwl,0
"Glad to see $ZM #Zoom popularity is growing. You have earned these, guys. I belove you solve #ZoomBombing with @ericsyuan superpowers.  Please continue to stay transparent - it's your time to make the change. https://t.co/kcEDvAQW2W",2
"i said on Mar 31st,   ""The Bull trades in $ZM and $TDOC likely ended today""     Now ya gunna get slaughtered in $TDOC ,  too,  beaches?",0
reality has set in that $ZM  was way over-valued.......  those that chased will now be punished down to $107,0
"SecurityWeek: RT SecurityWeek: #Zoom's Security and Privacy Woes Violated #GDPR, Expert Says - https://t.co/KkSp6UkBDJ $ZM",0
"SecurityWeek: #Zoom's Security and Privacy Woes Violated #GDPR, Expert Says - https://t.co/KkSp6UkBDJ $ZM",0
"Will the negative press about #Zoom $ZM actually boost the stocks in the long run? 
There is now a suggestion to put #ZoomBombing to the dictionary. I still remember talks about putting $GOOG as a word into a dictionary. I like how the CEO had responded.",2
"$ZM is today ranked #5 in the Daily Gambiste Big Cap rating. Zoom Video Communications, Inc. - Class A Common  is today top rated. Check the full Gambiste long term ratings here: https://t.co/RA0LXyNU1n",2
"Further reason to short Zoom. This stock may be the best short I’ve seen in a long, long time. $ZM https://t.co/LqFBKSplKZ",2
Decent trading day with $ZM and $SPY. Small but green profitable day. #DayTrading https://t.co/Vj2Tg8d0Im via @YouTube,2
@BullishBearz Literally the stupidest sector to invest in right now. Economic fallout from the coronavirus unknown. Long $ZM Thank me later,0
"Every @zoom_us meeting I’m in, I wish at least one person understood the concept of feedback and would occasionally pause for latency’s sake. It’s virtual torture. $ZM (disclosure: no position)",0
Zoom dips after lawsuit claims it disclosed personal data $ZM https://t.co/xmWCTy8ZJM,0
@smartertrader Boom back in the calls! $ZM,2
"FBI warns using $ZM, interesting https://t.co/nfBrH34HNn",1
"200 Million Daily Active Users (#DaU) from 30M in December @zoom_us!! This is where endlessly scaling cloud services shine.

Major diversification plays should be coming from $ZM as product teams try to monetize this (largely) #freemium customer base 

https://t.co/7dtJL958LE",2
What’s going on with Zoom $ZM? And for the love of god what’s going on with Luckin Coffee $LK?! Can we get some authentic information from China and its companies please?,0
"Cramer's @CNBC Zoom Video $ZM pump is starting to dump on users. Maybe the ""Zoombomb"" is Cramer's voice screaming ""Buy, buy, buy!""

https://t.co/yu3PqNiBsO",0
"Kynikos’ Jim Chanos warns investors about piling into “virus stocks” like $ZM, $PTON and $CLX. “Be very, very careful.” https://t.co/73TrYJfcGd https://t.co/HGFigBHSo0",0
$ZM Looking worse than ever. -5.81 % change recently https://t.co/XIw2vaoYkP,0
"@Usman_E_Gani I mostly swing trade  That said, entries are often well suited for day trading. i.e. $ZM today",2
@glareone No opinion on the $ZM stock price.  But $ZM is not a market leader with a 34B market cap.,0
"$zm should surprise everyone and all stocks buy $twlo .jeff ceo ,Eric chairman of the board.",2
"With #Blockchain , $ZM can survive",2
Can we get a 50%+ down day in $ZM just like $LK ? 🤔 we need another investigation,0
Stay away from $ZM stock.  Valuation is absurd.  And now RingCentral is directly competing with Zoom.  $RMG,0
"🚀 Boom Boom with Zoom Zoom 🚀

$ZM puts @ 2.00 —&gt; 4.40 💸💸💸

$TSLA puts 2.15 -&gt; 4.00 💸💸

$BA puts 2.20 -&gt; 3.60  💸

🙂 Are you smiling yet? 🙂",2
"@zoom_us @ericsyuan So many attacks recently. On the bright side, free public security scanning and audit will push Zoom to the next level. I’m keeping my $ZM.",2
"SOYMEAL dominated by bears dragging the market lower throughout the day: https://t.co/Z7L5RtiPlX
Sentiment: Bearish $ZM $ZM_F",0
"Cramer has turned on Zoom $ZM
Thats it!!!
$RNG CEO is on his show right now!

Cramer really touting $RNG and WebEx at the expense of Zoom",2
"@wmmII88 @OphirGottlieb Weird,it’s an American company on the call
CEO was very excited he finally started to
penetrate China markets. Maybe it’s a small force who design to manage China $zm
I will definitely read more about it.i don’t buy Chinese stock for this reason thanks",0
Positive paper trade on $ZM today.  #papertrade #daytrade,2
@ReformedBroker Heavenly $ZM 😊,2
"Zoom $ZM fell for a 4th day, settling -11.0% to $121.93. Support 107s. There are a number of disturbing posts out there about some truly stupid aspects of software design. 
A case of 'DO NOT INSTALL' the app'. https://t.co/SiZaI9PEs4",0
$ZM  bec its got high short interest...the pull back puts the stock back on my list tomorrow,1
"$TSLA fell for the 5th day of 6, settling -5.6% to $454.47. Legacy red gap remains an issue. CEO Musk warning employees not to use the Zoom $ZM app' for reasons of privacy/security. https://t.co/8VKjJ3NdHO",0
"#Zoom's Security and Privacy Woes Violated #GDPR, Expert Says - https://t.co/bR9RCu4AZ5 $ZM",0
"Zoom's ( $ZM ) P/E ratio = 1,424.21 ;) https://t.co/qclZNVS9Cv",2
Ouch ... Looks like Zoom may not have been ready for the spotlight when suddenly everybody wanted their service.. Who else do you think may ban their use? Is your business ready if instantly everybody wants to use it? $ZM @zoom_us #Zoom #Preparation #Security #Privacy https://t.co/NdRB6abl06,0
@johnscharts Please include $ZM in your charts to review tonight. Bearish wedge on hourly along with some negative news with their security issues. looking for a break below 120 for downside confirmation. Thanks. https://t.co/oLjt5iuLQU,0
"4/2 Wrap: 

Fantastic range today with a nice push into close to close after a morning pullback. This is setting up an interesting 2 trading days given the oil and unemployment news

$ZM 4/17 100p 1.5 -&gt; 5 to start the day!
$ZM 140c .35 -&gt; 1.2

Fails: 
$BA 100p. b/e (bad entry)",2
Am shocked they even bother to ask! $ZM #privacy https://t.co/5cn1T9iDGg,0
$ZM swing trade based on negative news catalyst that was not priced in clearly and data and security breaches are the highest offense in consumer and military digital software usage. https://t.co/2IsiObNjw2,0
"$ZM playing like ETF, $SPY up, $ZM done  lol",0
"That's crazy, 200 millions user in march $ZM",2
"$ZM CEO/founder Eric Yuan: “We have fallen short of the community’s – and our own – privacy &amp; security expectations.""  “For that, I am deeply sorry.” 

Zoom to freeze new feature dev't &amp; shift all engineering on to security &amp; s... https://t.co/5TzMPDjcJK",0
$ZM. LOADED UP MORE LONG HERE THIS AFTERNOON! 124-128.00. No hurry traders! We will continue making bank with this honey!! Congrats! 😎Darkblue Trader!,2
@yesthisiscrazy @jimcramer Sold $ZM today. Have serious concerns with $Shop too,0
"Man exposes himself after hacking into online Florida class 
https://t.co/g32jOrTWKW #InfoSec #Security #InfoSecNews #ItWasZoom #Zoom #Zoombombed #zoombombing #ZoomBomb $ZM",0
Seeing something in $ZM... each time there’s a run up there’s a few LARGE sell candles that hit on the way up(and usually the top) IMO this is the same insider selling that happened in March ($100million btw) doesn’t look good for the stock if they’re selling this low...,0
Why Zoom Video Communications Stock Fell Today @themotleyfool #stocks $ZM https://t.co/JN17Evk7Mt,0
"While ""trust"" is industry specific, we've seen it to mean ""privacy and security"" in the tech sector. Violate that trust and the road back is long and expensive - assuming an emerging brand doesn't steal away your customer 

https://t.co/WNBesN0YAj

$ZM #trust",0
"In 2 wks, I've seen every Zoom take there is or ever could be -- like Mad Libs for pattern recognition and recency bias...

""ZM will be the next Snap""
""Social is going to get more like $ZM""
""ZM's taking the Facebook train to hell""

We're all 🐒's in the Infinite Monkey Theorem...",0
Glad I held off to buy $ZM 😕,0
@permabear_uk more $ZM security flaw news https://t.co/mCmSCHaJMV https://t.co/FEf6mzqnwZ https://t.co/Z6Y3ExwPrJ,0
$ZM Zoom Video Communications Inc. - Class A Option Order Flow Sentiment is 51.3% Bullish. https://t.co/qwLbEjHdCB,2
Played out perfectly $ZM https://t.co/u66pULsOMA,2
"#Israel's $NICE teams with $ZM on #remote #working #platform: 
https://t.co/YzTttSzoLS | #Israeli #Tech via @GlobesEnglish",1
"$ZM dropped 11% today while the market was up.  @zoom_us needs to improve its #privacy and #security.

Zoom's UI and features:  great.
Zoom's privacy and security:  disappointing.",0
good lord $ZM.... proved me wrong.  Gave all the gains up.  Im hopeful one of my followers is banking money.  I sold wayyyyyy too soon!,2
"Zoom stock is headed for a fourth consecutive decline today, which would be the longest $ZM losing streak since the end of January, despite revealing a 20x gain in users since the end of the year.

Updated story:
https://t.co/3DQ243Xg8K",0
"@Roadmap2Retire If you shorted yesterday or today's high that's great. 60x PS - I guess even aliens on Mars have to start to use them. 

I do not short stocks in an uptrend. Is $ZM still in uptrend? Is today the day trend change?",2
"$ZM A good example of what I sent out to subscribers a couple of days ago ...""If you're in a stock that rallies up so high, so fast that can hardly believe it, you'll most likely want to take a good amount of profit if not all then to assure nice gains while there to be taken""",2
8/ $ZM is the most intellectually interesting name in the current market. It has real potential to be a privacy-focused social media. Kids are having their birthday parties and people are organizing reunions over Zoom.,2
Very satisfying to see $ZM off 11%,2
"@TurnerNovak $ZM now w double the market cap of any of those 

monetization w Saas model way better than ads imo",2
"I don’t know if anybody remembers my old account I was telling you guys about #ZOOM $ZM last year almost every day, at $60 a share. 
(But of course I sold before all this shit happened smh) Privacy concerns right now but still huge potential",2
$zm @alert_options 🔥💯💰 another 20% gain https://t.co/ge816FfPpd,2
This $ZM sell off should stabilize in about 2 wks. Don’t listen to Jim Chanos. How can anyone trust the guy with such a face? 😂,0
$ZM I’ll be shorting the shit out of zoom. Once this virus blows over this will come crashing down,0
"Kynikos’ Jim Chanos warns investors about piling into “virus stocks” like $ZM, $PTON and $CLX. “Be very, very careful.” https://t.co/73TrYJfcGd https://t.co/4FqbUS8fGS",0
Chanos short $PTON $TSLA $ZM you fkin lier #Chanos,0
"4/ He mentioned Peloton $PTON as another ""virus stock"" to avoid. Chanos said avoid Chinese stocks as they are all frauds and to avoid companies that use ""metrics"" instead of real numbers (think Zoom Video $ZM daily video usage)...",0
"$ZM is down on privacy concerns? Really? Mark Zuckerberg built an empire on specifically, intentionally exploiting privacy. Guess what, Zoom... No one actually cares. It's going to be OK.",0
2/ as these companies will not be attractive after the virus is over (examples like Zoom Video $ZM Teledoc $TDOC Clorox $CLX)...,0
Sold $ZM for a quick small gain. 🤓,2
"Wapner to Chanos: ""Are you SHORT $ZM or $TDOC""

Chnaos ""No. I wouldnt do that to Josh.""

I BELEIVE YOU CHANOS... This is a disgrace",0
@freshjiva Not if $TSLAQ are all long $ZM and will violently disagree on ANY privacy allegations against Zoom,0
Zoom is dominating online video. They will fix their problems. $zm https://t.co/9pdV4d2zVC,2
$SPCE band on $ZM is personal I feel.,1
"https://t.co/3KxDcwUtD5 is the operating subsidiary of $DTGI
#ThanksForDelivering $ZM #Taycan #Houston #AustinTx #sanantoniotx",2
"$ZM aerospace manufacturer SpaceX is prohibiting the use of Zoom's $ZM video conferencing application due to ""significant privacy and security concerns.""",0
#ThanksForDelivering $ZM #Taycan #Houston #AustinTx #sanantoniotx  https://t.co/gzsCKVtrt6,2
$ZM CEO @ericsyuan leadership with his clear and honest response to the security issue facing Zoom in the latest blog post. https://t.co/rWXYpLIWQe,2
"Look at all these crazy moves -- oil, tankers, $zm, $lk, $amrn 3 days ago, drillers -- you're gonna get ripped up. expect it.  Just ridiculous here. Be ready for anything. I trade super small now.",0
Zoom’s daily active users jumped from 10 million to over 200 million in 3 months $ZM @zoom_us https://t.co/IzoyRioyy1,2
"Loved this post from @ericsyuan, founder/CEO of $ZM, of all the problems they are juggling right now.

Honesty, transparency, accountability.

That guy is a true leader.

https://t.co/jko3n9kvPk",2
That $ZM recovery though 👏🏽,2
"$ZM Whenever a product starts to be used as a verb, watch out. Big potential. Security problems should be temporary. But, how many users can be convert into paying customers? I'm sceptical, pricing is targeted at enterprise, they get nothing from private users. Missed opportunity",2
"$zm beautiful reversal today, played put in am, missed to play call",2
"$ZM risk reversals not usually my style but this one called for it this am. But yo, these mmers ok some of these stocks got blown out huh? Spreads r insane",0
Is the Virus trade over already?  $ZM and $DOCU down big today.  Oil up travel and hotel stocks showing some life.,1
"$ZM WOW REALLY GOING MAINSTREAM

PT $40 as of now https://t.co/lwHnzXu5Es",2
@jpr007 Maybe @elonmusk will make a competitive $ZM product. His SpaceX and $TSLA engineers probably can make a better video conferencing software with top notch security.,2
"$TSLA $ZM Elon Musk's bans Zoom has banned its employees from using video conferencing app Zoom, citing “significant privacy and security concerns.”",0
More weakness for $ZM 😳 https://t.co/vFB3iDtXDn,0
"Netflix leads on downloads, but YouTube Kids grabs more hours $NFLX $AMZN $ZM https://t.co/tiv8M4OYog",1
"$ZM Zoom caught sharing user Data with $FB Facebook incredible $BB 

https://t.co/n2H0adpizP",2
$zm impressive bounce off fib .5 (114) major supprt,2
"What is $AAPL using for their virtual group meetings? What happed to group FaceTime that was intro'ed years ago?
Shame if they themselves are using $ZM etc

Release FaceTime app out of the walled garden - need a free app with basic features that operate on *every* major platform",0
"$ZM  BEAUTIFUL long leg hammer !

Cover your shorts 
will get killed when BLOWOUT ER going to be announced 

U really think leaders at ZM won't fix any BUGS? 
If they can build $ZM, bugs R NOTHING !
THINK!
shorts scared U to STEAL cheap shares
I know a couple without saying names",0
Big Loser Alert: Trading today’s -10.7% move in ZOOM VIDEO COMMUNICATIONS INC. CLASS A COMMON STO $ZM https://t.co/1hFr9Zt91h https://t.co/G0N25wSAt8,0
"$SPX rallied again after unemployment numbers came out.. Let's see if it can hold over 2500.. 2534 next level above

$ZM up 11 from lows..needs over 129 next

$BA up 7 from lows, needs over 134 to see 140,151",2
@mrmrmrj @thehill Real story is it's only worth $75 $ZM also $TDOC is overpriced,0
"$ZM Zoom stocks sink over 8% following security breach
https://t.co/lZkFxDo5O2",0
@businessinsider Short this garbage $ZM,0
@Entitled_ Yup I got stopped out unfortunately on $zm or I’d be up 5 stacks :/,0
@Entitled_ Damn... $zm I was off by a few mins... sigh,0
@stoolpresidente Zoom $ZM is booming right now,2
"I am rooting for $ZM

People are jumping over them because they have engineers in China, a Chinese Born CEO, and benefitted hugely from COVID.

But Zoom is helping my business and kids during this shutdown. I am a loyal customer.

(Never bought stock because, u know, valuation) https://t.co/ClVtPZ6Whz",2
"@rorycarron @jbs5 The thing I don't get about $ZM is that it was trading at around $66 in December with ~10m daily active users, and today they announced ~200m daily active users. Although it's +100% since december it's down today 11%. Every meeting and conversation I have is on Zoom now.",2
"$BA overextended VWAP short, waited for $SPY to conform the backside, saw an entry, got the flush, what a play. $ZM SS2 short setup, wait for the entry traders, don’t chase the pull, nice play today. Solo is out, chart 📉👇🏾 https://t.co/iA9Bsq63K9",2
@RetroWallSt scored a quickie $16 on $ZM 🤪,2
The best sign of an economic reversal coming fast is when $ZM starts crashing .... The zoom honeymoon is getting over fast ..... Zoom is about to be Kaboomed very very fast while the rest of the tech and software sector goes to a BOOM !!!!!!,2
$ZM $GSX   that was ugly,0
"@RevShark $ZM a good example? Their CEO is Chinese, but they are based in the US. I'm confused.",0
"A day does not pass that Zoom Video $ZM is not pumped on @CNBC, despite the fact that it has security issues and servers in China. From the displayed chart, their pumps are not having much of an effect. Cramer said he had a $ZM cocktail party with his CCP friends - Zoom Zoom!!! https://t.co/qpPzKhcBF1",0
Zoom -- daily avg. users gone from 10 million to 200 million in 90 days.  Wow.  $ZM https://t.co/dBkMbK0JuW,2
Please congratulate this hardworking https://t.co/fljCJMRjtQ student who just hit $100k in total profits Rickyboy06: Banking on my Puts on $ZM $17k for the day! Woohoo!,2
Big short $ZM.  ZOOM is going to fall like a rock https://t.co/YJLTszRR5Z,0
"$ZM  hammer !
UNREAL drop

R they going to be out of business??

NONONOOOOOOOOO",0
"wow $ZM...
We had some good levels this morning in our chatroom Trading Prep, at the open great volume looked weak &amp; got it for the break of $123.81. Trigger happy &amp; took it all out for a decent %%%.. and then another drops $7 lol 🤦‍♂️ 
Not complaining, just saying ""come on man!"" https://t.co/kQtdn2bECW",2
NICE inContact Teams Up with Zoom for an Integrated Cloud Communications Platform $NICE $ZM  https://t.co/o6LldTGp4n #stocks #markets #trading #earnings,1
Quietly there is a bear raid taking place in Software $IGV this morning after Zoom Video $ZM debacle. This could accelerate to downside.,0
Well done Tom....we went short yesterday too on the open....diff analysis approach but same result! $ZM https://t.co/hNDaywOLhy,2
Sold another 1/3 of $zm put for +40%. May have to dump whole pos.,0
Woke up to horrible news about $LK and $ZM this morning 🙃🙃🙃,0
Zoom says it topped 200 million daily participants in March as CEO addresses privacy concerns $ZM #stocks #trading #markets #earnings https://t.co/oahpTZD2ae,2
$ZM now down 20% from the short entry https://t.co/etYLyieo56,0
$zm $shop just wow,2
"I got rid of my puts way too soon! Sold 100puts on $ZM at .50 when I paid 0.05 and I could have sold it above 3.00 
Lovely start to the morning",2
"@alphatrends Next $ZM, $PDD. Want to know why? Check out the crime  $RYB done to young kids.",0
"@HedgeyeComm How about $ZM? Insane valuation. 
I wager not a lot of those DAUs will be paying customers",0
"$ZM just absolutely taken to the shed. I think its to many other competitors and jobless #s. (you don't need to meet now, your unemployed!)",0
Wow sold 1/3rd of my $zm puts for a quick +20%.,2
$zm 50sma at 107.  Looks like a reasonable bounce area in the next few days.,2
$ZM crushed. Smells like a retail bag job.,0
$zm go boom. Blown up,2
"Congress and Attorney General looking into Zoom video's privacy issues. Wait til they find that our country's sensitive data is going to China! $ZM stock is going to get crushed.

https://t.co/HiZ5tMaSSa",0
"@incarceratedbob $ZM 📉 watching closely, could be some value.",2
"New competition for Zoom Video... given the privacy issues at $ZM, wouldn't be surprised to see enterprise users flee this pos in droves (and the stock collapse)...

https://t.co/Iv0aTGXNsI",0
"$LK mess distracting from the $ZM beating

Hearing lots of school hacking stories on Facebook. Whether they are true or not is another question.",0
"@saxena_puru If you want to long any Chinese stock you need understand how CCP works, if you understand CCP, you will feel shame on yourself longing any Chinese stock. $ZM is next.",0
Again #zoom $ZM $150+ while #blackberrycylance $BB @cylanceinc is $4 🤔🤦🏾‍♂️https://t.co/5sjbKl6xhP,0
Video Chat Apps Rise to Prominence Amid Pandemic: Zoom $ZM is the big winner (Skype $MSFT) https://t.co/ypKrybVgGX,2
$ZM that alert sucked yesterday but today is 🔥 👇🏻👇🏻 those damn roulettes https://t.co/ItUgi4OJ6w,0
@excvelocity Was looking at 130 &amp; its there today. Will see if it reacts well near this breakout pivot. 😃 $ZM,2
From 10 million users to 200 million in one quarter. This goes on the list of things from 1Q 2020 that you're unlikely to ever see again. $ZM https://t.co/ctSxuZT7Wl,0
"$ZM Zoom Video Communications  Zoom said daily users of its video conferencing technology soared to more than 200 million in March, compared to a prior high of 10 million.",2
Powerful message - this is how you deal with a #crisis and #trust- #zoom $zm- are you listening #facebook ? ⁦@GerberKawasaki⁩ ⁦@zvbfor3⁩  https://t.co/cF7M8ImaWg,2
"$ZM $CSCO

Cisco WebEx enterprise PAID offering growing like crazy
Unlike zoom where is free usage https://t.co/YKvZOrXcdf",2
"$VERB #Webinars #livebroadcast #Twitch $ZM #DigitalWorkplace #FutureOfWork #Webcasting #StayAtHome

Early Release! #LiveWebinar &amp; Shopping #SalesTool 2 months free!

https://t.co/cKljdVVZDk
https://t.co/XdiJx4xRyc",1
We depend upon $zm now and will make it part of our future business https://t.co/PrzJAEA60M,2
After it was found that $ZM was leaving a backdoor on peoples computers this really shouldn't come as a surprise.  Great concept but terrible execution and no respect for security. https://t.co/p6P7KrbkID,0
"$ZM is today ranked #2 in the Daily Gambiste Big Cap rating. Zoom Video Communications, Inc. - Class A Common  is today top rated. Check the full Gambiste long term ratings here: https://t.co/RA0LXyNU1n",2
$ZM prior high of 10 million to over 200 million now. Wow! https://t.co/0mq03bR8FH,2
you guys don't like $ZM any more this morning huh..,0
$ZM SpaceX has banned employee use of Zoom Video over privacy issues. $TSLA,0
"$ZM (-5.1% pre) Intruders are hijacking Zoom calls with noise and gross images — here’s how to avoid becoming a victim of ‘zoombombing’ - CNBC

https://t.co/Cxehk9GIAe",0
"This is why I own $MSFT and just bought $CSCO for vid conf. Sorry $ZM - I flipped you though. ---&gt; ""Elon Musk’s SpaceX bans Zoom over privacy concerns, memo shows"" https://t.co/yKf8zFDspe",1
"Forgot to read Zoom Terms of Service? RT @SearchUC: NEW: A Zoom user has filed a federal lawsuit against the #VideoConferencing company, claiming it shared user device data with Facebook without authorization. #ucoms $zm #remotework https://t.co/UebpzRxxF9",0
Congratulations $ZM #21stc #CopingWithCOVID19 https://t.co/fqCMVkooCE,2
"Zoom users surge from 10m to 200m as world works from home - Yahoo Finance UK

“In March this year, they recorded more than 200 million daily users.” - Wow

And they are addressing the privacy/security issues $ZM  https://t.co/97aSGIetkb",2
"In a blow to the burgeoning app, billionaire Elon Musk’s rocket company SpaceX banned its employees from using the Zoom app in a memo seen by Reuters, saying the app had “significant privacy and security concerns.” $ZM 

https://t.co/nLpTdHDUbu",0
"Zoom’s daily users ballooned to more than 200 million in March from a previous maximum total of 10 million, the video conferencing app’s boss Eric Yuan said on Wednesday, as it fought to dispel concerns over privacy and “Zoombombing”  $ZM 
https://t.co/4zDVXEKWwI",2
NICE inContact Teams Up with Zoom for an Integrated Cloud Communications Platform $NICE $ZM $ZM https://t.co/80UqVPnXHN,2
"$ZM security issues and other ""grey"" business practices. News today also that @elonmusk banned Zoom from SpaceX for security reasons. https://t.co/DLPShduQNA",0
Zoom pulls in more than 200 million daily video users during worldwide lockdowns $MSFT $WORK $ZM https://t.co/sM1amcrW7M,2
"$ZM has to correct these serious security bugs

https://t.co/tiz7wj7hZt

And stop their misleading marketing around encryption

https://t.co/qVOMxQQNp7

And should not be used in Enterprise settings or by startups communicating with their customers",0
$zm is #1 app in #india #21daylockdown https://t.co/wZDeGqKbMX,2
@TDANetwork $ZM has a high possibility imo of crashing and burning from this....,0
"$ZM $GOOGL $MSFT #remote #WorkFromHome 
For example, the jump in business app downloads to 62 million across iOS and Google  Play earlier in March was up 45% from just the prior week.
https://t.co/EuJ6sa6VeI https://t.co/zmRr928Wly",2
"$ZM is today ranked #2 in the Daily Gambiste Big Cap rating. Zoom Video Communications, Inc. - Class A Common  is today top rated. Check the full Gambiste long term ratings here: https://t.co/RA0LXz5uSV",2
$ZM is down +6% yesterday and i think the worst is yet to come! It might continue declining to $110. https://t.co/PkV5x818nx,0
@wmmII88 $ZM after hours should reward you : ),2
$ZM LMAO suckers!!!!,0
"Zoom Video lurches from boom to backlash amid privacy issues, ‘Zoom bombing’ attacks $ZM @zoom_us https://t.co/d9G8ziuaHv",0
"$ZM CMO dumps $30 mill of stock 2 days ago bringing the monthly total of $102 million sold. Privacy issues, lawsuits, insiders selling. This is going to be a disaster https://t.co/7RSH6TfYFg",0
@jpr007 😱😱😱 I guess $ZM will be dropping like it’s hot!,0
"After reading several security reports.

$ZM software is complete trash.

Use at your own risk!",0
"@BrianSzuter and in other news, Zoom has two more huge security and privacy disclosures and everybody shrugs.  $ZM to the moon!",2
Zoom calls. At first...novelty. Now...get off my screen Larry. $zm,0
"discussion of #zoom $ZM #security flaws including two zero day exploits that could give an attacker privilege access to camera and microphone
📌also discusses serval other exploits where meetings are invaded

#CyberSecurity #infosec #hackers #malware https://t.co/aVp3iYoSxh",0
$ZM fix the bug https://t.co/xs7Yr6Lmft,0
"#RT @InteractiveVid2: $VERB #TradeShow #LiveEvents #YouTube #Facebook $ZM #LiveWebcast #LiveWebCasting

Webinars are every marketer’s dream with #ConversionRates hovering around 20%,

https://t.co/fUga8J1mHL
https://t.co/5L2GHNG70r",1
"those that didn't learn their lesson with $TSLA ,  are doomed to repeat it with $ZM and $TDOC",0
China hacking $ZM meetings for people working at home due to a virus created and spread from Wuhan would be peak 2020.,0
"@markgurman @permabear_uk selling my $ZM calls, didn't realize they were the company that required two MacOS updates to be auto-pushed to all computers because of uninstallable insecure webserver that allowed remote takeover of camera and microphone https://t.co/XO71Dsk1xT",0
"Ex-NSA hacker drops new zero-day doom for Zoom https://t.co/e02YuDxqpJ via @techcrunch || Another day, another seems frivolous security issue on Zoom (full disclosure: I own some $ZM)",0
"Good, short the fuck out of $ZM. It's got nothing on Microsoft's already established dominance with Skype extras being thrown in as part of company Office 365 subscriptions. https://t.co/zJJ4kH2vFh",0
